Timestamp,EstadoClasificado,Subsistema,DestinoRed,NeuralEngineActivo,TiempoRespuestaMs,Consulta,MensajeSistemaCrudo
2026-09-20 17:14:23.844,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22986,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:14:23.844,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22986,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:14:23.844,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22986,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: No update required"
2026-09-20 17:14:23.840,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22986,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Beginning view update attempt"
2026-09-20 17:14:23.840,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22986,"ViewUpdate: Initially have 1 views that may need updating","ViewUpdate: Initially have 1 views that may need updating"
2026-09-20 17:14:23.840,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:14:23.840,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:14:23.839,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"SourceUpdater: <private> triggered 37 to run on the live schedule","SourceUpdater: <private> triggered 37 to run on the live schedule"
2026-09-20 17:14:23.829,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:14:23.829,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:14:23.829,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"ViewUpdate: completed update","ViewUpdate: completed update"
2026-09-20 17:14:23.829,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: View was updated"
2026-09-20 17:14:23.821,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:14:23.821,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:14:23.811,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Using target provided in IntelligencePlatform for view: (<private>)","Using target provided in IntelligencePlatform for view: (<private>)"
2026-09-20 17:14:23.809,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: <private>: Update is required"
2026-09-20 17:14:23.803,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22985,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Beginning view update attempt"
