Timestamp,EstadoClasificado,Subsistema,DestinoRed,NeuralEngineActivo,TiempoRespuestaMs,Consulta,MensajeSistemaCrudo
2026-09-20 17:10:26.378,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:10:26.377,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:10:26.377,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: No update required"
2026-09-20 17:10:26.362,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Beginning view update attempt"
2026-09-20 17:10:26.362,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"ViewUpdate: Initially have 1 views that may need updating","ViewUpdate: Initially have 1 views that may need updating"
2026-09-20 17:10:26.362,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:10:26.362,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:10:26.362,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"SourceUpdater: <private> triggered 37 to run on the live schedule","SourceUpdater: <private> triggered 37 to run on the live schedule"
2026-09-20 17:10:26.359,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21845,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:10:26.359,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:10:26.359,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"ViewUpdate: completed update","ViewUpdate: completed update"
2026-09-20 17:10:26.359,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: View was updated"
2026-09-20 17:10:26.357,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:10:26.357,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:10:26.348,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Using target provided in IntelligencePlatform for view: (<private>)","Using target provided in IntelligencePlatform for view: (<private>)"
2026-09-20 17:10:26.347,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: <private>: Update is required"
2026-09-20 17:10:26.338,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Beginning view update attempt"
2026-09-20 17:10:26.337,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"ViewUpdate: Initially have 1 views that may need updating","ViewUpdate: Initially have 1 views that may need updating"
2026-09-20 17:10:26.337,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:10:26.337,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21844,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:10:26.336,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,21843,"SourceUpdater: <private> triggered 37 to run on the live schedule","SourceUpdater: <private> triggered 37 to run on the live schedule"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19571,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19570,"ViewUpdate: Initially have 0 views that may need updating","ViewUpdate: Initially have 0 views that may need updating"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19570,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19570,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19570,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19570,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:10:23.267,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19570,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: No update required"
